time_s,baseline/forehead_0/pos,baseline/forehead_0/chrom,tracked/forehead_0/pos,tracked/forehead_0/chrom,forehead_0/observed,forehead_0/interpolated,forehead_0/quality,forehead_0/tracking_source,baseline/forehead_1/pos,baseline/forehead_1/chrom,tracked/forehead_1/pos,tracked/forehead_1/chrom,forehead_1/observed,forehead_1/interpolated,forehead_1/quality,forehead_1/tracking_source,baseline/forehead_2/pos,baseline/forehead_2/chrom,tracked/forehead_2/pos,tracked/forehead_2/chrom,forehead_2/observed,forehead_2/interpolated,forehead_2/quality,forehead_2/tracking_source,baseline/forehead_3/pos,baseline/forehead_3/chrom,tracked/forehead_3/pos,tracked/forehead_3/chrom,forehead_3/observed,forehead_3/interpolated,forehead_3/quality,forehead_3/tracking_source,baseline/left_cheek_0/pos,baseline/left_cheek_0/chrom,tracked/left_cheek_0/pos,tracked/left_cheek_0/chrom,left_cheek_0/observed,left_cheek_0/interpolated,left_cheek_0/quality,left_cheek_0/tracking_source,baseline/left_cheek_1/pos,baseline/left_cheek_1/chrom,tracked/left_cheek_1/pos,tracked/left_cheek_1/chrom,left_cheek_1/observed,left_cheek_1/interpolated,left_cheek_1/quality,left_cheek_1/tracking_source,baseline/left_cheek_2/pos,baseline/left_cheek_2/chrom,tracked/left_cheek_2/pos,tracked/left_cheek_2/chrom,left_cheek_2/observed,left_cheek_2/interpolated,left_cheek_2/quality,left_cheek_2/tracking_source,baseline/left_cheek_3/pos,baseline/left_cheek_3/chrom,tracked/left_cheek_3/pos,tracked/left_cheek_3/chrom,left_cheek_3/observed,left_cheek_3/interpolated,left_cheek_3/quality,left_cheek_3/tracking_source,baseline/right_cheek_0/pos,baseline/right_cheek_0/chrom,tracked/right_cheek_0/pos,tracked/right_cheek_0/chrom,right_cheek_0/observed,right_cheek_0/interpolated,right_cheek_0/quality,right_cheek_0/tracking_source,baseline/right_cheek_1/pos,baseline/right_cheek_1/chrom,tracked/right_cheek_1/pos,tracked/right_cheek_1/chrom,right_cheek_1/observed,right_cheek_1/interpolated,right_cheek_1/quality,right_cheek_1/tracking_source,baseline/right_cheek_2/pos,baseline/right_cheek_2/chrom,tracked/right_cheek_2/pos,tracked/right_cheek_2/chrom,right_cheek_2/observed,right_cheek_2/interpolated,right_cheek_2/quality,right_cheek_2/tracking_source,baseline/right_cheek_3/pos,baseline/right_cheek_3/chrom,tracked/right_cheek_3/pos,tracked/right_cheek_3/chrom,right_cheek_3/observed,right_cheek_3/interpolated,right_cheek_3/quality,right_cheek_3/tracking_source
0.0,,,,,True,False,0.999999971517385,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,0.9824109824109823,baseline_reset,,,,,True,False,0.9836979836979836,baseline_reset,,,,,True,False,0.9999999752451944,baseline_reset,,,,,True,False,0.9999999936644648,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,0.999999975208792,baseline_reset,,,,,True,False,0.9999999936644648,baseline_reset,,,,,True,False,0.9999999936644648,baseline_reset,,,,,True,False,0.999999975208792,baseline_reset,,,,,True,False,0.999999975208792,baseline_reset
0.0333332999999999,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.976774758983348,tracked_ratio,,,,,True,False,0.9847094801223242,baseline_ratio_fallback,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999901391344,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.999999977090897,tracked_ratio,,,,,True,False,0.9999999898420684,tracked_ratio,,,,,True,False,0.999999992191491,baseline_ratio_fallback
0.0666665999999999,,,,,True,False,0.9999999472432364,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.971945701357466,tracked_ratio,,,,,True,False,0.9844155844155844,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999975018784,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999781996028,tracked_ratio,,,,,True,False,0.999999966935702,tracked_ratio
0.0999998999999999,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999771803616,tracked_ratio,,,,,True,False,0.9769691386457854,tracked_ratio,,,,,True,False,0.9821428571428572,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999551016562,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999785597168,baseline_ratio_fallback,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback
0.1333331999999999,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999857862462,tracked_ratio,,,,,True,False,0.9690909086210514,tracked_ratio,,,,,True,False,0.9855793137742416,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999873017432,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999980692602,tracked_ratio,,,,,True,False,0.9999999814786318,tracked_ratio,,,,,True,False,0.9999999723050944,tracked_ratio,,,,,True,False,1.0,tracked_ratio
0.1666665,,,,,True,False,0.999999995874913,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9729370008873116,tracked_ratio,,,,,True,False,0.9842331553527404,tracked_ratio,,,,,True,False,0.9999999958530658,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999671648382,tracked_ratio,,,,,True,False,0.9999999899642584,tracked_ratio,,,,,True,False,0.9999999686311334,tracked_ratio,,,,,True,False,0.9999999940122156,tracked_ratio
0.1999997999999999,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9712100764732344,baseline_ratio_fallback,,,,,True,False,0.9833807902491954,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999686930536,tracked_ratio,,,,,True,False,0.999999978617948,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999945701366,tracked_ratio,,,,,True,False,1.0,tracked_ratio
0.2333331,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.976754762184328,tracked_ratio,,,,,True,False,0.9829649778615176,tracked_ratio,,,,,True,False,0.9999999785141952,tracked_ratio,,,,,True,False,0.9999999998130952,tracked_ratio,,,,,True,False,0.9999999769229934,tracked_ratio,,,,,True,False,0.999999987691998,baseline_ratio_fallback,,,,,True,False,0.999999993786882,baseline_ratio_fallback,,,,,True,False,0.999999979362186,tracked_ratio,,,,,True,False,0.9999999978132385,baseline_ratio_fallback,,,,,True,False,0.9999999729698916,tracked_ratio
0.2666663999999999,,,,,True,False,0.9999999667323828,tracked_ratio,,,,,True,False,0.9999999749840732,tracked_ratio,,,,,True,False,0.9720090069576418,tracked_ratio,,,,,True,False,0.9871205151793928,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999724797922,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio
0.2999997,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.999999961203584,tracked_ratio,,,,,True,False,0.9667577245389396,tracked_ratio,,,,,True,False,0.9886621315192744,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999827846954,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999713022236,tracked_ratio
