time_s,baseline/forehead_0/pos,baseline/forehead_0/chrom,tracked/forehead_0/pos,tracked/forehead_0/chrom,forehead_0/observed,forehead_0/interpolated,forehead_0/quality,forehead_0/tracking_source,baseline/forehead_1/pos,baseline/forehead_1/chrom,tracked/forehead_1/pos,tracked/forehead_1/chrom,forehead_1/observed,forehead_1/interpolated,forehead_1/quality,forehead_1/tracking_source,baseline/forehead_2/pos,baseline/forehead_2/chrom,tracked/forehead_2/pos,tracked/forehead_2/chrom,forehead_2/observed,forehead_2/interpolated,forehead_2/quality,forehead_2/tracking_source,baseline/forehead_3/pos,baseline/forehead_3/chrom,tracked/forehead_3/pos,tracked/forehead_3/chrom,forehead_3/observed,forehead_3/interpolated,forehead_3/quality,forehead_3/tracking_source,baseline/left_cheek_0/pos,baseline/left_cheek_0/chrom,tracked/left_cheek_0/pos,tracked/left_cheek_0/chrom,left_cheek_0/observed,left_cheek_0/interpolated,left_cheek_0/quality,left_cheek_0/tracking_source,baseline/left_cheek_1/pos,baseline/left_cheek_1/chrom,tracked/left_cheek_1/pos,tracked/left_cheek_1/chrom,left_cheek_1/observed,left_cheek_1/interpolated,left_cheek_1/quality,left_cheek_1/tracking_source,baseline/left_cheek_2/pos,baseline/left_cheek_2/chrom,tracked/left_cheek_2/pos,tracked/left_cheek_2/chrom,left_cheek_2/observed,left_cheek_2/interpolated,left_cheek_2/quality,left_cheek_2/tracking_source,baseline/left_cheek_3/pos,baseline/left_cheek_3/chrom,tracked/left_cheek_3/pos,tracked/left_cheek_3/chrom,left_cheek_3/observed,left_cheek_3/interpolated,left_cheek_3/quality,left_cheek_3/tracking_source,baseline/right_cheek_0/pos,baseline/right_cheek_0/chrom,tracked/right_cheek_0/pos,tracked/right_cheek_0/chrom,right_cheek_0/observed,right_cheek_0/interpolated,right_cheek_0/quality,right_cheek_0/tracking_source,baseline/right_cheek_1/pos,baseline/right_cheek_1/chrom,tracked/right_cheek_1/pos,tracked/right_cheek_1/chrom,right_cheek_1/observed,right_cheek_1/interpolated,right_cheek_1/quality,right_cheek_1/tracking_source,baseline/right_cheek_2/pos,baseline/right_cheek_2/chrom,tracked/right_cheek_2/pos,tracked/right_cheek_2/chrom,right_cheek_2/observed,right_cheek_2/interpolated,right_cheek_2/quality,right_cheek_2/tracking_source,baseline/right_cheek_3/pos,baseline/right_cheek_3/chrom,tracked/right_cheek_3/pos,tracked/right_cheek_3/chrom,right_cheek_3/observed,right_cheek_3/interpolated,right_cheek_3/quality,right_cheek_3/tracking_source
0.0,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,0.9831730769230768,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset
0.0055555,,,,,True,False,0.9999999646892752,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9830097043389088,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999464433248,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999597821672,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999747887196,baseline_ratio_fallback
0.011111,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999721064774,baseline_ratio_fallback,,,,,True,False,0.9830096734011764,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.99999997127318,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999994907292,baseline_ratio_fallback,,,,,True,False,0.999999960142089,baseline_ratio_fallback,,,,,True,False,0.999999964992609,baseline_ratio_fallback,,,,,True,False,0.9999999700736676,baseline_ratio_fallback
0.0166665,,,,,True,False,0.9999999681420132,baseline_ratio_fallback,,,,,True,False,0.9999999801784044,baseline_ratio_fallback,,,,,True,False,0.9790209790209792,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999814359076,baseline_ratio_fallback,,,,,True,False,0.9999999816580252,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999512660136,baseline_ratio_fallback,,,,,True,False,0.9999999725085508,baseline_ratio_fallback,,,,,True,False,0.9999999556211504,baseline_ratio_fallback,,,,,True,False,0.9999999795130652,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.022222,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.985781990521327,baseline_ratio_fallback,,,,,True,False,0.9999999926146932,baseline_ratio_fallback,,,,,True,False,0.9999999628326086,baseline_ratio_fallback,,,,,True,False,0.9999999797690264,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999833354808,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999806982706,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.0277775,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999674994056,baseline_ratio_fallback,,,,,True,False,0.9831730686367928,baseline_ratio_fallback,,,,,True,False,0.9999999851370422,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999957855312,baseline_ratio_fallback,,,,,True,False,0.9999999735262556,baseline_ratio_fallback,,,,,True,False,0.9999999672196834,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999583262515,baseline_ratio_fallback
0.033333,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999783599752,baseline_ratio_fallback,,,,,True,False,0.990498812351544,baseline_ratio_fallback,,,,,True,False,0.9999999815975228,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999918996648,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999965614752,baseline_ratio_fallback,,,,,True,False,0.9999999943742996,baseline_ratio_fallback,,,,,True,False,0.9999999946473066,baseline_ratio_fallback
0.0388885,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.999999980309709,baseline_ratio_fallback,,,,,True,False,0.9999999832819534,baseline_ratio_fallback,,,,,True,False,0.9999999807403276,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999907134504,baseline_ratio_fallback,,,,,True,False,0.999999978792562,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.044444,,,,,True,False,0.9999999908155048,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9951690821256038,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999876568646,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999828020856,baseline_ratio_fallback,,,,,True,False,0.9999999855606924,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999874743856,baseline_ratio_fallback
0.0499995,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.99999996774441,baseline_ratio_fallback,,,,,True,False,0.999999994420398,baseline_ratio_fallback,,,,,True,False,0.9999999926082984,baseline_ratio_fallback,,,,,True,False,0.9999999868009906,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999622935176,baseline_ratio_fallback,,,,,True,False,0.9999999586171592,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
