time_s,forehead_pos,forehead_chrom,forehead_observed,forehead_interpolated,left_cheek_pos,left_cheek_chrom,left_cheek_observed,left_cheek_interpolated,right_cheek_pos,right_cheek_chrom,right_cheek_observed,right_cheek_interpolated
0.0,,,True,False,,,True,False,,,True,False
0.0055555,,,True,False,,,True,False,,,True,False
0.011111,,,True,False,,,True,False,,,True,False
0.0166665,,,True,False,,,True,False,,,True,False
0.022222,,,True,False,,,True,False,,,True,False
0.0277775,,,True,False,,,True,False,,,True,False
0.033333,,,True,False,,,True,False,,,True,False
0.0388885,,,True,False,,,True,False,,,True,False
0.044444,,,True,False,,,True,False,,,True,False
0.0499995,,,True,False,,,True,False,,,True,False
0.055555,,,True,False,,,True,False,,,True,False
0.0611105,,,True,False,,,True,False,,,True,False
0.066666,,,True,False,,,True,False,,,True,False
0.0722215,,,True,False,,,True,False,,,True,False
0.077777,,,True,False,,,True,False,,,True,False
0.0833325,,,True,False,,,True,False,,,True,False
0.088888,,,True,False,,,True,False,,,True,False
0.0944435,,,True,False,,,True,False,,,True,False
0.099999,,,True,False,,,True,False,,,True,False
0.1055545,,,True,False,,,True,False,,,True,False
0.11111,,,True,False,,,True,False,,,True,False
0.1166655,,,True,False,,,True,False,,,True,False
0.122221,,,True,False,,,True,False,,,True,False
0.1277765,,,True,False,,,True,False,,,True,False
0.133332,,,True,False,,,True,False,,,True,False
0.1388875,,,True,False,,,True,False,,,True,False
0.144443,,,True,False,,,True,False,,,True,False
0.1499985,,,True,False,,,True,False,,,True,False
0.155554,,,True,False,,,True,False,,,True,False
0.1611095,,,True,False,,,True,False,,,True,False
0.166665,,,True,False,,,True,False,,,True,False
0.1722205,,,True,False,,,True,False,,,True,False
0.177776,,,True,False,,,True,False,,,True,False
0.1833315,,,True,False,,,True,False,,,True,False
0.188887,,,True,False,,,True,False,,,True,False
0.1944425,,,True,False,,,True,False,,,True,False
0.199998,,,True,False,,,True,False,,,True,False
0.2055535,,,True,False,,,True,False,,,True,False
0.211109,,,True,False,,,True,False,,,True,False
0.2166645,,,True,False,,,True,False,,,True,False
0.22222,,,True,False,,,True,False,,,True,False
0.2277755,,,True,False,,,True,False,,,True,False
0.233331,,,True,False,,,True,False,,,True,False
0.2388865,,,True,False,,,True,False,,,True,False
0.244442,,,True,False,,,True,False,,,True,False
0.2499974999999999,,,True,False,,,True,False,,,True,False
0.255553,,,True,False,,,True,False,,,True,False
0.2611085,,,True,False,,,True,False,,,True,False
0.266664,,,True,False,,,True,False,,,True,False
0.2722195,,,True,False,,,True,False,,,True,False
0.277775,,,True,False,,,True,False,,,True,False
0.2833305,,,True,False,,,True,False,,,True,False
0.288886,,,True,False,,,True,False,,,True,False
0.2944415,,,True,False,,,True,False,,,True,False
0.299997,,,True,False,,,True,False,,,True,False
0.3055525,,,True,False,,,True,False,,,True,False
0.311108,,,True,False,,,True,False,,,True,False
0.3166635,,,True,False,,,True,False,,,True,False
0.322219,,,True,False,,,True,False,,,True,False
0.3277744999999999,,,True,False,,,True,False,,,True,False
0.33333,,,True,False,,,True,False,,,True,False
0.3388855,,,True,False,,,True,False,,,True,False
0.344441,,,True,False,,,True,False,,,True,False
0.3499965,,,True,False,,,True,False,,,True,False
0.355552,,,True,False,,,True,False,,,True,False
0.3611074999999999,,,True,False,,,True,False,,,True,False
0.366663,,,True,False,,,True,False,,,True,False
0.3722185,,,True,False,,,True,False,,,True,False
0.377774,,,True,False,,,True,False,,,True,False
0.3833295,,,True,False,,,True,False,,,True,False
0.388885,,,True,False,,,True,False,,,True,False
0.3944404999999999,,,True,False,,,True,False,,,True,False
