time_s,forehead_pos,forehead_chrom,forehead_observed,forehead_interpolated,left_cheek_pos,left_cheek_chrom,left_cheek_observed,left_cheek_interpolated,right_cheek_pos,right_cheek_chrom,right_cheek_observed,right_cheek_interpolated
0.0,,,True,False,,,True,False,,,True,False
0.0333332999999999,,,True,False,,,True,False,,,True,False
0.0666665999999999,,,True,False,,,True,False,,,True,False
0.0999998999999999,,,True,False,,,True,False,,,True,False
0.1333331999999999,,,True,False,,,True,False,,,True,False
0.1666665,,,True,False,,,True,False,,,True,False
0.1999997999999999,,,True,False,,,True,False,,,True,False
0.2333331,,,True,False,,,True,False,,,True,False
0.2666663999999999,,,True,False,,,True,False,,,True,False
0.2999997,,,True,False,,,True,False,,,True,False
0.333333,,,True,False,,,True,False,,,True,False
0.3666663,,,True,False,,,True,False,,,True,False
0.3999995999999999,,,True,False,,,True,False,,,True,False
0.4333328999999999,,,True,False,,,True,False,,,True,False
0.4666662,,,True,False,,,True,False,,,True,False
0.4999995,,,True,False,,,True,False,,,True,False
0.5333327999999999,,,True,False,,,True,False,,,True,False
0.5666661,,,True,False,,,True,False,,,True,False
0.5999994,,,True,False,,,True,False,,,True,False
0.6333327,,,True,False,,,True,False,,,True,False
0.666666,,,True,False,,,True,False,,,True,False
0.6999993,,,True,False,,,True,False,,,True,False
0.7333326,,,True,False,,,True,False,,,True,False
0.7666659,,,True,False,,,True,False,,,True,False
0.7999991999999999,,,True,False,,,True,False,,,True,False
0.8333324999999999,,,True,False,,,True,False,,,True,False
0.8666657999999999,,,True,False,,,True,False,,,True,False
0.8999990999999999,,,True,False,,,True,False,,,True,False
0.9333324,,,True,False,,,True,False,,,True,False
0.9666657,,,True,False,,,True,False,,,True,False
0.999999,,,True,False,,,True,False,,,True,False
1.0333323,,,True,False,,,True,False,,,True,False
1.0666656,,,True,False,,,True,False,,,True,False
1.0999989,,,True,False,,,True,False,,,True,False
1.1333322,,,True,False,,,True,False,,,True,False
1.1666655,,,True,False,,,True,False,,,True,False
1.1999988,,,True,False,,,True,False,,,True,False
1.2333321,,,True,False,,,True,False,,,True,False
1.2666654,,,True,False,,,True,False,,,True,False
1.2999987,,,True,False,,,True,False,,,True,False
1.333332,,,True,False,,,True,False,,,True,False
1.3666653,,,True,False,,,True,False,,,True,False
1.3999986,,,True,False,,,True,False,,,True,False
1.4333319,,,True,False,,,True,False,,,True,False
1.4666652,,,True,False,,,True,False,,,True,False
1.4999985,,,True,False,,,True,False,,,True,False
1.5333318,,,True,False,,,True,False,,,True,False
1.5666650999999998,,,True,False,,,True,False,,,True,False
1.5999983999999998,0.3945679163789099,-0.4060384767610941,True,False,0.2896865142802357,-0.4313539110868127,True,False,0.817546241593471,-0.2913526044596739,True,False
1.6333316999999998,-0.19206386052651636,0.24493010093496545,True,False,-0.02241799954524693,-0.07314590418565436,True,False,-0.38682551552898325,0.8159542780629802,True,False
1.6666649999999998,-0.8006135692542217,0.8408345879758607,True,False,-0.31488851982616267,0.19952726910663532,True,False,-1.592829450494163,1.6658607900426743,True,False
1.6999983,-1.2545482767232472,1.252010137041019,True,False,-0.47479247795426066,0.2998030461043942,True,False,-2.405504547851196,2.0836108237859223,True,False
1.7333316,-1.423289730308644,1.4014339787652714,True,False,-0.44177792772807306,0.22002159766368623,True,False,-2.574119178205354,2.051240308792626,True,False
1.7666649,-1.2573796240828972,1.2720175602189936,True,False,-0.23432606792529637,0.03373399767148844,True,False,-2.092591322813437,1.7077031238720515,True,False
1.7999982,-0.7995761748526713,0.9019090339178936,True,False,0.05717792876313732,-0.13736776913749002,True,False,-1.2002646537045154,1.2877070848284315,True,False
1.8333315,-0.17064092659095198,0.3735317591000282,True,False,0.30832034353811605,-0.17766610698787122,True,False,-0.2820229531738832,1.0246828762000937,True,False
1.8666648,0.4649870330193177,-0.2004914722410847,True,False,0.4136883776194858,-0.029867902283128866,True,False,0.29099646444369504,1.0576142752234894,True,False
1.8999981,0.9441587398043457,-0.6949813964158966,True,False,0.33229658066548423,0.2771631197149983,True,False,0.3137591739361961,1.37927760570281,True,False
1.9333314,1.1493475391335297,-0.9952495841814506,True,False,0.10548637020156089,0.6371960596324591,True,False,-0.17081933362119292,1.845764449482059,True,False
1.9666647,1.0414540444402622,-1.0249251214880624,True,False,-0.16100974881894578,0.9087575581675943,True,False,-0.8946155913729493,2.2415011931247095,True,False
1.999998,0.6724558390152743,-0.7727141844284489,True,False,-0.3436353236918674,0.9731545281114821,True,False,-1.4817906896298165,2.371178094986147,True,False
2.0333313,0.17330512772329526,-0.3075955213005557,True,False,-0.35629749836618524,0.7841562227119195,True,False,-1.6113108127457085,2.139615121946249,True,False
2.0666646,-0.2818573343757847,0.22838311664978764,True,False,-0.19019019496214626,0.3885215373351712,True,False,-1.1557698061439257,1.5868080596335972,True,False
2.0999979,-0.5274800367582476,0.6546570167337077,True,False,0.07980817263446954,-0.09125102119323003,True,False,-0.237782479639392,0.8652816939282582,True,False
2.1333312,-0.4606721747046798,0.8082379671215711,True,False,0.32589183498933977,-0.5047785689613502,True,False,0.8199240107989452,0.17170025826642596,True,False
